Orthologs,TC,RTC,TCA,RTCA,Taxa,Not sure,Pythia scores
cluster6104_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.573324,0.329275,8.309317,0.361275,26,1.43306,0.14
cluster6106_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.063341,0.307102,8.703411,0.378409,26,0.972405,0.15
cluster6109_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.73788,0.381608,14.886228,0.413506,39,0.85891,0.08
cluster6116_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.767867,0.350715,8.990417,0.359617,28,0.542341,0.15
cluster6131_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.014592,0.154407,6.230995,0.239654,29,0.691435,0.23
cluster6141_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.904968,0.111571,6.480933,0.18517,38,1.47537,0.25
cluster6153_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.999939,0.258063,8.764091,0.282713,34,0.939494,0.33
cluster6157_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.676965,0.185471,8.242659,0.228963,39,1.20277,0.11
cluster6162_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.199075,0.061085,7.852328,0.21812,39,1.24495,0.27
cluster6164_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.515798,0.271492,7.272635,0.303026,27,1.2265,0.12
cluster6165_1rr_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.484864,0.070996,6.307925,0.180226,38,1.12567,0.28
cluster6167_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.884121,0.139546,6.485999,0.185314,38,1.11497,0.19
cluster6169_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.899751,0.136104,7.316033,0.203223,39,1.15558,0.18
cluster6172_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.269276,0.201924,8.761695,0.24338,39,1.42788,0.19
cluster6174_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.918084,0.203473,9.750407,0.286777,37,0.998794,0.23
cluster6182_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.317387,0.185806,7.073816,0.208053,37,1.2359,0.23
cluster6187_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,11.147285,0.309647,11.766849,0.326857,39,0.788654,0.13
cluster6199_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.271785,0.207765,8.834581,0.252417,38,0.977352,0.14
cluster6200_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.735132,0.27042,10.066341,0.279621,39,1.48452,0.02
cluster6205_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.899901,0.386108,15.518851,0.431079,39,1.42018,0.02
cluster6206_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.601815,0.374252,11.749996,0.379032,34,1.39885,0.28
cluster6208_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.128471,0.142458,6.917774,0.19216,39,0.918981,0.12
cluster6211_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.284211,0.428483,7.429519,0.437031,20,0.89111,0.0
cluster6214_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.191951,0.255332,11.189046,0.310807,39,0.899416,0.13
cluster6228_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,14.167995,0.4048,14.499949,0.414284,38,1.20044,0.16
cluster6271_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.916583,0.226188,10.260849,0.293167,38,1.05478,0.08
cluster6273_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.422025,0.365354,12.289771,0.361464,37,1.29927,0.17
cluster6282_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.903125,0.219531,8.532195,0.237005,39,1.22925,0.23
cluster6302_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.214357,0.100449,6.148732,0.192148,35,0.9099,0.34
cluster6319_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.395219,0.316534,13.21209,0.367003,39,1.00025,0.09
cluster6330_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,15.21606,0.422668,15.30074,0.425021,39,1.31454,0.07
cluster6337_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.139413,0.28165,11.126154,0.30906,39,1.24078,0.21
cluster6339_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.857982,-0.328599,-6.206651,-0.206888,33,1.04649,0.23
cluster6348_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.378037,0.232723,11.409864,0.316941,39,1.12264,0.26
cluster6357_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.375913,0.28822,11.225692,0.311825,39,1.41472,0.0
cluster6361_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.773342,0.479238,17.720248,0.506293,38,1.17821,0.04
cluster6364_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.443638,0.155533,8.300869,0.237168,38,1.30949,0.23
cluster6378_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.554057,0.25159,9.904643,0.291313,37,1.16335,0.07
cluster640_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.330485,0.333219,9.212859,0.368514,28,1.31707,0.08
cluster6407_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.759392,0.243316,9.186056,0.255168,39,1.29581,0.04
cluster6411_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.579252,0.080602,7.157842,0.223683,35,1.16001,0.24
cluster6413_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.449304,0.206925,9.611455,0.266985,39,1.21645,0.14
cluster6417_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.236428,0.149612,8.53484,0.243853,38,1.41301,0.35
cluster6419_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.722647,0.168313,7.143912,0.210115,37,1.34377,0.19
cluster6422_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.001002,0.555611,9.964811,0.553601,21,0.798311,0.01
cluster6428_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.528891,0.396257,7.606344,0.400334,22,1.07491,0.16
cluster6429_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.996588,0.354729,11.566164,0.373102,34,1.27023,0.14
cluster6441_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.698455,0.102735,7.168487,0.199125,39,0.743515,0.33
cluster6446_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.5245,0.476225,9.740538,0.487027,23,1.06465,0.1
cluster6454_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.797792,0.39326,12.298638,0.409955,33,1.24663,0.16
cluster6473_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.729771,0.109699,6.990883,0.205614,37,1.54133,0.11
cluster6474_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.464575,0.415486,13.632391,0.454413,33,1.31884,0.1
cluster6478_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.741875,0.325511,12.110893,0.366997,36,1.15386,0.13
cluster6485_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.238325,0.235381,10.55719,0.301634,38,1.21795,0.21
cluster6487_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.029259,0.111924,6.474587,0.17985,39,1.21473,0.28
cluster6491_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.564336,0.13041,7.624181,0.217834,38,1.24791,0.28
cluster6494_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.316023,0.154144,7.410756,0.26467,31,1.00066,0.27
cluster6498_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.658517,0.289501,8.09722,0.352053,26,1.11827,0.19
cluster6499_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.903301,0.516132,13.111041,0.524442,28,0.394801,0.09
cluster6501_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.325096,0.277503,8.305815,0.276861,33,1.28058,0.32
cluster6507_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.994828,0.257898,9.210928,0.297127,34,1.01148,0.24
cluster6510_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.295216,0.260543,8.97333,0.320476,31,1.06656,0.09
cluster6512_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.722501,0.415357,8.717202,0.415105,24,1.34831,0.24
cluster6514_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.30159,0.151474,7.162483,0.204642,38,0.978894,0.36
cluster6527_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.072148,0.144919,8.597027,0.245629,38,1.09257,0.13
cluster6530_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.829983,0.372856,8.375769,0.398846,24,1.09713,0.04
cluster6532_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,11.624723,0.322909,11.73455,0.32596,39,1.48403,0.0
cluster6543_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.934297,0.219789,6.462929,0.239368,30,1.19792,0.38
cluster6547_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.759196,0.221691,8.145575,0.232731,38,1.53612,0.27
cluster6572_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.993299,0.359732,8.949296,0.357972,28,1.36565,0.2
cluster6573_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.435362,0.17876,8.633213,0.239811,39,1.32606,0.11
cluster6574_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.009096,0.292046,7.57096,0.315457,27,0.273848,0.26
cluster659_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.461601,0.210062,7.006849,0.269494,29,0.183846,0.41
cluster6598_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.618194,0.183839,7.614021,0.211501,39,1.30232,0.45
cluster6605_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.116013,0.404641,10.273161,0.410926,28,0.318173,0.16
cluster6609_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.143526,0.089815,6.085165,0.173862,38,1.19542,0.09
cluster6624_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.336642,0.203796,7.822318,0.217287,39,1.19605,0.23
cluster6626_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.260761,0.298734,10.580615,0.34131,34,0.844568,0.23
cluster6650_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,17.016435,0.472679,17.44096,0.484471,39,1.2042,0.05
cluster6663_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.661803,0.391871,6.273577,0.369034,20,0.967039,0.01
cluster6672_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.437905,0.178831,7.33257,0.203683,39,1.22651,0.14
cluster6688_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.585358,0.294038,10.88539,0.302372,39,1.33374,0.17
cluster6693_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,21.265403,0.625453,21.495841,0.632231,37,1.00421,0.12
cluster6698_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.773474,0.21593,9.819113,0.272753,39,1.65254,0.05
cluster6703_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.593619,0.311577,11.188764,0.329081,37,1.24273,0.1
cluster6704_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.46542,0.290706,11.373072,0.315919,39,1.51136,0.08
cluster6706_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.740701,0.131686,6.959627,0.193323,39,0.983178,0.27
cluster6720_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.631492,0.103757,6.506316,0.185895,38,1.18072,0.43
cluster6736_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.538552,0.146405,7.02222,0.226523,34,1.17847,0.38
cluster6756_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.438204,-0.286006,-7.348327,-0.222677,36,1.46434,0.15
cluster6758_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.639524,0.101098,6.13239,0.170344,39,1.60407,0.21
cluster6762_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.136042,0.226001,10.742277,0.298397,39,0.999125,0.21
cluster677_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.119799,0.284792,7.525534,0.301021,28,1.25722,0.2
cluster6774_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.661221,0.240589,10.685399,0.296817,39,1.29219,0.23
cluster6776_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,14.310893,0.408883,14.741559,0.421187,38,1.05281,0.18
cluster6781_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.402539,0.408806,10.242932,0.445345,26,0.948655,0.1
cluster6798_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.932565,0.053682,6.664775,0.185133,39,1.3204,0.07
cluster6801_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.311185,0.350621,6.641012,0.368945,21,0.981848,0.05
cluster6815_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.650256,0.268063,11.908242,0.330785,39,1.05907,0.13
cluster6818_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.576331,0.138677,7.040016,0.213334,36,0.890433,0.12
cluster6819_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.75693,0.243248,8.635685,0.23988,39,0.986693,0.11
cluster6839_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.926676,0.16463,6.182072,0.171724,39,1.26109,0.16
cluster684_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.907817,0.465166,8.834506,0.519677,20,1.03572,0.06
cluster6847_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.033688,0.200963,8.864182,0.253262,38,1.41047,0.02
cluster6861_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.921664,0.164491,8.674912,0.24097,39,1.82026,0.14
cluster6863_1rr_1rr_MIortho2rr.fa.at.aln.best.fas-cln,7.959448,0.468203,7.949273,0.467604,20,0.933033,0.05
cluster6864_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.307266,0.180208,7.718489,0.220528,38,1.09242,0.19
cluster6869_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.199036,0.227751,9.810268,0.272507,39,1.10284,0.08
cluster6880_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.595212,0.1832,7.606013,0.211278,39,1.59586,0.12
cluster6889_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.93086,0.192524,7.971659,0.221435,39,0.997139,0.18
cluster6891_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,17.348601,0.510253,17.59691,0.517556,37,1.03597,0.0
cluster6897_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.737197,0.295067,10.828941,0.32815,36,0.576362,0.38
cluster6899_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.201899,0.172275,7.775537,0.215987,39,1.00894,0.35
cluster6904_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.948666,0.137463,7.862706,0.218409,39,0.843671,0.24
cluster6905_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.401186,0.389536,7.579657,0.398929,22,1.0863,0.15
cluster6913_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.142233,0.292487,7.371462,0.351022,24,1.29171,0.09
cluster6915_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.887634,0.328651,8.086114,0.336921,27,1.18462,0.23
cluster6919_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.70956,0.233623,8.76287,0.265542,36,0.997824,0.23
cluster6920_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.637976,0.439935,13.791349,0.444882,34,1.01395,0.07
cluster6931_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.585475,0.253288,7.500389,0.288476,29,0.522197,0.19
cluster6941_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.25223,0.284784,11.798083,0.327725,39,1.13192,0.17
cluster6944_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.727452,0.522733,17.259665,0.539365,35,1.23594,0.02
cluster6947_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.300171,0.302946,10.680873,0.314143,37,1.33571,0.34
cluster6956_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.848854,0.116632,7.939983,0.240606,36,0.891486,0.35
cluster6964_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.863415,0.357428,8.549977,0.388635,25,1.3039,0.01
cluster6974_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.143742,0.307386,10.410818,0.315479,36,1.26087,0.1
cluster6978_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.819111,0.200562,7.625171,0.22427,37,0.971448,0.2
cluster6990_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.768431,-0.51579,-8.074439,-0.474967,20,0.319152,0.48
cluster700_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.297615,0.332283,11.293156,0.332152,37,1.39566,0.16
cluster7006_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.102126,0.103404,6.314224,0.210474,33,1.23228,0.09
cluster7017_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.635334,0.472108,15.068641,0.486085,34,0.970659,0.12
cluster7023_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.517464,0.153263,8.50144,0.236151,39,0.99668,0.26
cluster7026_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.354173,0.292318,10.018474,0.313077,35,1.23496,0.16
cluster7030_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.007692,0.305769,12.31903,0.342195,39,1.37683,0.15
cluster7033_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.63352,0.100931,6.250078,0.173613,39,1.24184,0.28
cluster7041_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.211455,0.425477,10.437108,0.434879,27,1.12359,0.1
cluster707_2rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.871985,0.110628,6.092448,0.17407,38,0.885389,0.24
cluster7077_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.120087,0.260574,10.165828,0.290452,38,1.32311,0.26
cluster7085_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.613677,0.35038,13.878561,0.385516,39,0.837569,0.13
cluster7089_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.732086,0.227414,8.22874,0.242022,37,1.3551,0.31
cluster7100_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.473634,0.068712,6.294959,0.17486,39,1.63429,0.15
cluster7108_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.413698,0.49589,10.248049,0.488002,24,0.81528,0.09
cluster7125_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.804039,0.244557,9.929755,0.275827,39,1.44562,0.13
cluster7130_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.350968,0.152885,7.927988,0.226514,38,0.912159,0.22
cluster7144_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.675718,0.190735,8.120227,0.232006,38,1.16527,0.3
cluster715_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.632021,0.201144,6.73228,0.240439,31,0.915925,0.18
cluster7169_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.715706,0.453865,7.625419,0.448554,20,1.45182,0.04
cluster7171_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.904215,0.197263,8.525922,0.243598,38,1.59072,0.1
cluster7172_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.104925,0.128279,7.725533,0.241423,35,1.16081,0.39
cluster7177_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.986436,0.32313,13.049294,0.383803,37,1.45888,0.16
cluster7184_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.323944,0.29497,11.147156,0.31849,38,1.48417,0.19
cluster7196_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,13.847122,0.395632,14.185345,0.405296,38,1.28904,0.22
cluster7207_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.185198,0.282922,11.149892,0.309719,39,0.924252,0.22
cluster7215_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-14.393571,-0.575743,-10.917035,-0.436681,28,0.656086,0.41
cluster7226_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.067552,0.168543,8.623214,0.239534,39,1.13728,0.18
cluster7236_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.302971,0.126558,8.718593,0.256429,37,1.24011,0.25
cluster7238_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.605093,0.217288,8.2325,0.235214,38,1.32135,0.08
cluster7242_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.308015,0.119667,7.863618,0.218434,39,1.2137,0.19
cluster7244_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.7741,0.104836,6.507805,0.180772,39,1.10186,0.21
cluster7249_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.482615,0.152295,8.904304,0.247342,39,1.15773,0.19
cluster7258_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.221387,0.145039,7.172925,0.199248,39,1.20646,0.15
cluster7285_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.871171,0.214724,8.502762,0.265711,35,1.21436,0.09
cluster7289_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.396315,0.175853,6.117288,0.244692,28,0.700641,0.08
cluster732_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.368746,0.121354,7.696664,0.213796,39,0.810289,0.38
cluster7324_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.649166,0.349956,7.179301,0.377858,22,1.00185,0.13
cluster7330_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.86634,0.357398,13.946548,0.387404,39,1.10663,0.21
cluster7334_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.247567,0.510315,13.016953,0.542373,27,0.894684,0.01
cluster7339_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.914434,0.270134,9.830662,0.297899,36,0.896557,0.39
cluster7342_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.011297,0.088568,6.786155,0.199593,37,1.15856,0.36
cluster7346_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.42105,0.178362,8.984492,0.249569,39,1.13155,0.21
cluster735_2rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.984777,0.166244,7.121658,0.197824,39,1.22305,0.22
cluster7354_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.744758,0.221279,8.873428,0.253527,38,1.31675,0.15
cluster736_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.15279,0.578704,12.151974,0.578665,24,1.21198,0.0
cluster7363_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.910013,0.213479,6.425407,0.279366,26,0.291368,0.48
cluster7367_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.413638,0.042838,6.647029,0.201425,36,1.44803,0.1
cluster7379_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.437036,0.321852,6.78585,0.339292,23,1.40647,0.19
cluster7380_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.318211,0.191461,7.580524,0.229713,36,1.25465,0.21
cluster7407_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.267535,0.118543,6.418054,0.178279,39,1.36896,0.47
cluster741_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.603041,0.322307,12.407116,0.344642,39,1.03959,0.13
cluster7414_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.105942,0.613302,14.165234,0.61588,26,1.02931,0.08
cluster7417_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.406519,0.211615,8.307329,0.237352,38,1.04063,0.2
cluster7427_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.730681,0.20396,9.619284,0.291493,36,1.33038,0.23
cluster7428_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.724976,0.353472,12.902331,0.358398,39,1.17296,0.14
cluster7439_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.336999,0.287139,11.211889,0.311441,39,0.909917,0.32
cluster7442_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.657277,0.184924,9.918314,0.275509,39,0.959326,0.21
cluster7445_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.914247,0.15357,7.602884,0.23759,35,1.15977,0.21
cluster7470_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.986041,0.166201,6.968685,0.232289,33,1.01298,0.32
cluster7476_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.82708,0.171385,6.384673,0.187785,37,0.988009,0.24
cluster7523_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.440356,0.230013,7.919871,0.282853,31,0.887338,0.17
cluster7525_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.933718,0.269714,6.404504,0.291114,25,0.878847,0.17
cluster7526_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.598109,0.186604,7.526509,0.250884,33,0.884173,0.41
cluster7533_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.49443,0.235956,8.675335,0.240982,39,1.40547,0.17
cluster7542_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.304134,0.147337,7.011778,0.194772,39,0.907423,0.1
cluster7543_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.833592,0.4676,17.868956,0.49636,39,1.13276,0.14
cluster7547_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.187422,0.394095,14.432968,0.400916,39,0.949076,0.1
